Book|Chapter|Verse|Targum|Samaritan
1|37|4|וחזו אחיו הלא יתה רעם אבוון מכל בניו וסנו יתה ולא יכלו ממללתה לשלם|ויראו אחיו כי אתו אהב אביהם מכל בניו וישנאו אתו ולא יכלו דבריו לשלום
1|37|5|וחלם יוסף חלם וחבה לאחיו ואוזפו עוד סנה יתה|ויחלם יוסף חלום ויגד לאחיו ויוסיפו עוד שנא אתו
1|37|6|ואמר לון שמעו שבי חלמה הדן דחלמת|ויאמר אליהם שמעו נא החלום הזה אשר חלמתי
1|37|7|ואה אנחנן מאלמים אלמים בגו ברה ואה מתקוממה אלמתי ואף קאמה ואה סארן אלמתיכון וסגדן לאלמתי|והנה אנחנו מאלמים אלמים בתוך השדה והנה קמה אלמתי וגם נצבה והנה תסבנה אלמתיכם ותשתחוינה לאלמתי
1|37|8|ואמרו לה אחיו המלכו תמלך עלינן אם שלטן תשלט בנן ואוזפו עוד סנה יתה על חלמיו ועל ממלליו|ויאמרו לו אחיו המלוך תמלך עלינו אם משל תמשל בנו ויוסיפו עוד שנא אתו על חלמיו ועל דבריו
1|37|9|וחלם עוד חלם אורן ותנא יתה לאחיו ואמר אה חלמת חלם עוד ואה שמשה וזערה ואחדעסר כוכבים סגדים לי|ויחלם עוד חלום אחר ויספר אתו לאחיו ויאמר הנה חלמתי חלום עוד והנה השמש והירח ואחד עשר כוכבים משתחוים לי
1|37|10|ותנא לאביו ולאחיו וזעף בה אביו ואמר לה מה חלמה הדן דחלמת אתא ניתי אנא ואמך ואחיך למסגד לך ארעה|ויספר לאביו ולאחיו ויגער בו אביו ויאמר לו מה החלום הזה אשר חלמת הבא נבוא אני ואמך ואחיך להשתחות לך ארצה
1|37|11|וקנו בה אחיו ואביו נטר ית ממללה|ויקנאו בו אחיו ואביו שמר את הדבר
1|37|12|ואזלו אחיו למרעי ית עאן אבוון בשכם|וילכו אחיו לרעות את צאן אביהם בשכם
1|37|13|ואמר ישראל ליוסף הלא אחיך רעים בשכם אזל ואשלחנך לידון ואמר לה אהנה|ויאמר ישראל אל יוסף הלוא אחיך רעים בשכם לך ואשלחך אליהם ויאמר לו הנני
1|37|14|ואמר לה אזל שבי וחזי ית שלם אחיך וית שלם עאנה ועזרי ממלל ושלחה מן עמק חברון ואתא לשכם|ויאמר לו לך נא וראה את שלום אחיך ואת שלום הצאן והשבני דבר וישלחהו מעמק חברון ויבא שכמה
1|37|15|ואשקעה גברה ואה טעי בברה ושאלה גברה למימר מה תבעי|וימצאהו האיש והנה תעה בשדה וישאלהו האיש לאמר מה תבקש
1|37|16|ואמר ית אחי אנא מבעי חבי שבי לי אהן אנון רעים|ויאמר את אחי אני מבקש הגידה נא לי איפה הם רעים
1|37|17|ואמר גברה נטלו מדן הלא שמעתון אמרים נהך לדותין ואזל יוסף בתר אחיו ואשקעון בדותין|ויאמר האיש נסעו מזה כי שמעתים אמרים נלכה דותינה וילך יוסף אחרי אחיו וימצאם בדותין
1|37|18|וחזו יתה מרחיק בהדלא יקרב לידון ואתנכלו יתה למקטלאתה|ויראו אתו מרחק בטרם יקרב אליהם ויתנכלו אתו להמיתו
1|37|19|ואמרו גבר לאחיו אה מסחן חלמיה זעיה אתי|ויאמרו איש אל אחיו הנה בעל החלמות הלז בא
1|37|20|וכדו אתו נקטלנה ונרמינה באחד גוביה ונימר חיה בישה אכלתה ונחזי מה יהי חלמתה|ועתה לכו ונהרגהו ונשליכהו באחד הבורות ואמרנו חיה רעה אכלתו ונראה מה יהיה חלמתיו
1|37|21|ושמע ראובן ואפצתה מן אדון ואמר לא נקטלנה נפש|וישמע ראובן ויצלו מידם ויאמר לא נכנו נפש
1|37|22|ואמר לון ראובן אל תשפכון אדם הרמו יתה לגו גובה הדן דבמדברה ואד אל תשלחון בה לבדיל אפצה יתה מן אדון למעזרתה ליד אבוה|ויאמר אליהם ראובן אל תשפכו דם השליכו אתו אל הבור הזה אשר במדבר ויד אל תשלחו בו למען הציל אתו מידם להשיבו אל אביו
1|37|23|והוה כמד אתא יוסף ליד אחיו ואשלעו מן יוסף ית כיתנתה ית כיתנת פסיה דעליו|ויהי כאשר בא יוסף אל אחיו ויפשטו את יוסף את כיתנתו את כיתנת הפסים אשר עליו
1|37|24|ונסבו וארמו יתה לגובה וגובה ריקן לית בה מים|ויקחו וישלכו אתו הבור והבור ריק אין בו מים
1|37|25|ויתבו למיכל לחם ותלו עיניון וחזו ואה סיעה ישמעאלים אתיה מגלעד וגמליון סבילין קטף ושעבה וכרכם אזלין למיעת למצרים|וישבו לאכל לחם וישאו עיניהם ויראו והנה ארחת ישמעאלים באה מגלעד וגמליהם נשאים נכאת וצרי ולוט הלכים להוריד מצרימה
1|37|26|ואמר יהודה לאחיו מה אנחה כד נקטל ית אחונן וכסינן ית אדמה|ויאמר יהודה אל אחיו מה בצע כי נהרג את אחינו וכסינו את דמו
1|37|27|אתו ונזבננה לישמעאלאי ואדנן אל תהי בה הלא אחונן ובסרן הו ושמעו אחיו|לכו נמכרנו לישמעאלים וידנו אל תהיה בו כי אחינו ובשרנו הוא וישמעו אחיו
1|37|28|ועברו גברים מדינאי תגרים וגדו ואסקו ית יוסף מן גובה וזבנו ית יוסף לישמעאלאי בעסרים כסף ואעלו ית יוסף למצרים|ויעברו אנשים מדינים סחרים וימשכו ויעלו את יוסף מן הבור וימכרו את יוסף לישמעאלים בעשרים כסף ויביאו את יוסף מצרימה
1|37|29|ועזר ראובן לגובה והה לית יוסף בגובה וקדד ית רקעיו|וישב ראובן אל הבור והנה אין יוסף בבור ויקרע את בגדיו
1|37|30|ועזר ליד אחיו ואמר ילידה ליתו ואני אה אנא עלל|וישב אל אחיו ויאמר הילד איננו ואני הנה אני בא
1|37|31|ונסבו ית כיתנת פסיה ונכסו צפיר עזים וטבלו ית כיתנתה באדמה|ויקחו את כיתנת יוסף וישחטו שעיר עזים ויטבלו את הכיתנת בדם
1|37|32|ושלחו ית כיתנת פסיה ואנדותה ליד אבוון ואמרו דה אשקענן הכר שבי הכיתנת ברך היא אם לא|וישלחו את כיתנת הפסים ויביאו אל אביהם ויאמרו זאת מצאנו הכר נא הכיתנת בנך היא אם לא
1|37|33|ואכרה ואמר כיתנת ברי היא חיה בישה אכלתה חטוף אתחטף יוסף|ויכרה ויאמר כיתנת בני היא חיה רעה אכלתו טרף טרף יוסף
1|37|34|וקדד יעקב תכסיאתה ושבה סק באמתניו ואתאבל על ברה יומים סגים|ויקרע יעקב שמלתיו וישם שק במתניו ויתאבל על בנו ימים רבים
1|37|35|וקעמו כל בניו וכל בנאתה למנחמאתה ומעי למתנחמה ואמר הלא איעת על ברי אביל לשיול ובכה יתה אבוה|ויקמו כל בניו וכל בנתיו לנחמו וימאן להתנחם ויאמר כי ארד על בני אבל שאלה ויבך אתו אביו
1|37|36|ומדינאי זבנו ית יוסף למצרים לפוטיפר סריס פרעה רב טבחיה|והמדינים מכרו את יוסף מצרימה לפוטיפר סריס פרעה שר הטבחים
1|38|1|והוה בזבנתה ההיא ונעת יהודה מן עם אחיו ואהך עד גבר עדלמאי ושמה חירא|ויהי בעת ההיא וירד יהודה מאת אחיו ויט עד איש עדלמי ושמו חירה
1|38|2|וחזה תמן יהודה ברת גבר כנענאי ושמה שוע ונסבה ועל לותה|וירא שם יהודה בת איש כנעני ושמו שוע ויקחה ויבא אליה
1|38|3|ובטנת וילדת בר וקרת ית שמה ער|ותהר ותלד בן ותקרא את שמו ער
1|38|4|ואבטנת עוד וילדת בר וקרת ית שמה אונן|ותהר עוד ותלד בן ותקרא את שמו אונן
1|38|5|ואוזפת עוד וילדת בר וקרת ית שמה שלה והוה בכדובה במילדה יתה|ותסף עוד ותלד בן ותקרא את שמו שלה ויהי בכזבה בלדתה אתו
1|38|6|ונסב יהודה אתה לער בכורה ושמה תמר|ויקח יהודה אשה לער בכורו ושמה תמר
1|38|7|והוה ער בכור יהודה ביש בעיני יהוה ואמיתה יהוה|ויהי ער בכור יהודה רע בעיני יהוה וימתהו יהוה
1|38|8|ואמר יהודה לאונן על לות אתת אחיך והבם יתה ואקים זרע לאחיך|ויאמר יהודה לאונן בא אל אשת אחיך ויבם אתה והקם זרע לאחיך
1|38|9|ועכם אונן הלא לא לה יהי זרעה ויהי אם על לות אתת אחיו וחבל ארעה לדלא יהב זרע לאחיו|וידע אונן כי לא לו יהיה הזרע והיה אם בא אל אשת אחיו ושחת ארצה לבלתי נתן זרע לאחיו
1|38|10|ואבעש בעיני יהוה ית דעבד ואמית אף יתה|וירע בעיני יהוה את אשר עשה וימת גם אתו
1|38|11|ואמר יהודה לתמר כלתה תבי ארמלה בית אבויך עד ירבי שלה ברי הלא אמר דלא ימות אף הו כאחיו ואזלת תמר ויתבת בית אבוה|ויאמר יהודה לתמר כלתו שבי אלמנה בית אביך עד יגדל שלה בני כי אמר פן ימות גם הוא כאחיו ותלך תמר ותשב בית אביה
1|38|12|ואסגו יומיה ומיתת ברתשוע אתת יהודה ואנחם יהודה וסלק למגזז עאנה הוא וחירא רעמה עדלמאה לתמנת|וירבו הימים ותמת בת שוע אשת יהודה וינחם יהודה ויעל אל גזזי צאנו הוא וחירה רעהו העדלמי תמנתה
1|38|13|ואתחבי לתמר כלתה למימר אה חמויך סלק לתמנת למגזז עאנה|ויגד לתמר כלתו לאמר הנה חמיך עלה תמנתה לגוז צאנו
1|38|14|ואסטת רקיעי ארמלותה מן עליה ואכסית בצעיף וחלפת ויתבת בתרח עזבים דעל אורח תמנתה כד חזת הלא רבה שלה והיא לא ייבה לה לאתה|ותסר בגדי אלמנותה מעליה ותתכס בצעיף ותתעלף ותשב בפתע עינים אשר על דרך תמנתה כי ראתה כי גדל שלה והיא לא נתנה לו לאשה
1|38|15|וחזתה יהודה וחשבה לזני הלא כסת אפיה|ויראה יהודה ויחשבה לזונה כי כסתה פניה
1|38|16|ואהך לידה לאורחה ואמר אתי שבי אעל לותיך הלא לא עכם הלא כלתה היא ואמרת מה תתן לי כד תיעל לותי|ויט אליה אל הדרך ויאמר הבא נא אבוא אליך כי לא ידע כי כלתו היא ותאמר מה תתן לי כי תבוא אלי
1|38|17|ואמר אנא אשלח גדי עזים מן עאנה ואמרת אם תתן ערבון עד אשלחנך|ויאמר אנכי אשלח גדי עזים מן הצאן ותאמר אם תתן ערבון עד שלחך
1|38|18|ואמר מה ערבונה דאתן ליך ואמרת חתימך ושזרך ואטרך דבאדך ויהב לה ועל לותה ובטנת לה|ויאמר מה הערבון אשר אתן ליך ותאמר חתימך ופתילך ומטך אשר בידך ויתן לה ויבא אליה ותהר לו
1|38|19|וקמת ואזלת ואסטת צעיפה מן עליה ואלבשת רקיעי ארמלותה|ותקם ותלך ותסר צעיפה מעליה ותלבש בגדי אלמנותה
1|38|20|ושלח יהודה ית גדי עזיה באד רעמה עדלמאה למסב ערבונה מן אד אתתה ולא אשקעה|וישלח יהודה את גדי העזים ביד רעהו העדלמי לקחת הערבון מיד האשה ולא מצאה
1|38|21|ושאל ית אנשי אתרה למימר אהן קדישתה ההיא בעזבים על אורעה ואמרו לא הות בדן קדשה|וישאל את אנשי המקום לאמר איה הקדשה ההיא בעינים על הדרך ויאמרו לא היתה בזה קדשה
1|38|22|ועזר ליד יהודה ואמר לא אשקעתה ואף אנשי אתרה אמרו לא הות בדן קדישה|וישב אל יהודה ויאמר לא מצאתיה וגם אנשי המקום אמרו לא היתה בזה קדשה
1|38|23|ואמר יהודה תסב לה דלא נהי לבזה אה שלחת ית גדיה הדן ואתה לא אשקעתנה|ויאמר יהודה תקח לה פן נהיה לבוז הנה שלחתי את הגדי הזה ואתה לא מצאתה
1|38|24|והוה כמתלתה ירחים ואתחבי ליהודה למימר זנת תמר כלתך ואף אה בטנה לזנו ואמר יהודה אפקוה ותתוקד|ויהי כמשלשת חדשים ויגד ליהודה לאמר זנתה תמר כלתך וגם הנה הרה לזנים ויאמר יהודה הוציאה ותשרף
1|38|25|הי נפקת והי שלחת ליד חמוה למימר לגברה דאלין לה אנא בטנא ואמרת הכר שבי למן חתימה ושזרה ואטרה אלין|היא מוצאת והיא שלחה אל חמיה לאמר לאיש אשר אלה לו אנכי הרה ותאמר הכר נא למי החתים והפתיל והמטה האלה
1|38|26|ואכר יהודה ואמר קשיטה מני הלא על כן לא יהבתה לשלה ברי ולא אוזף עוד למעכמנה|ויכר יהודה ויאמר צדקה ממני כי על כן לא נתתיה לשלה בני ולא יסף עוד לדעתה
1|38|27|והוה בזבן מילדה ואה תומאים במיעה|ויהי בעת לדתה והנה תאמים בבטנה
1|38|28|והוה במילדה ויהב אד ונסבת מילדתה וקטרת על אדה זעורי למימר דן נפק קדמאי|ויהי בלדתה ויתן יד ותקח המילדת ותקשר על ידו שני לאמר זה יצא ראישון
1|38|29|והוה כמעזר אדה ואה נפק אחיו ואמרת מה פתית עלינן פתוי וקרת ית שמה פרץ|ויהי כמשיב ידו והנה יצא אחיו ותאמר מה פרצת עלינו פרץ ותקרא את שמו פרץ
1|38|30|ובתר כן נפק אחיו דעל אדה זעוריתה וקרת ית שמה זרח|ואחרי כן יצא אחיו אשר על ידו השני ותקרא שמו זרח
1|39|1|ויוסף אתיעת למצרים וזבנה פוטיפר סריס פרעה רב טבחיה גבר מצראי מן אד ישמעאלאי דאעתותה לתמן|ויוסף הורד מצרימה ויקנהו פוטיפר סריס פרעה שר הטבחים איש מצרי מיד הישמעאלים אשר הורידהו שמה
1|39|2|והוה יהוה עם יוסף והוה גבר מצלח והוה בית רבה מצראה|ויהי יהוה את יוסף ויהי איש מצליח ויהי בית אדניו המצרי
1|39|3|וחזה רבה הלא יהוה עמה וכל דו עבד יהוה מצלח באדה|וירא אדניו כי יהוה אתו וכל אשר הוא עשה יהוה מצליח בידו
1|39|4|ואשקע יוסף רעים בעיני רבה ושמש יתה ואימנה על ביתה וכל דיית לה יהב באדה|וימצא יוסף חן בעיני אדניו וישרת אתו ויפקדהו על ביתו וכל אשר יש לו נתן בידו
1|39|5|והוה מן דאימן יתה בביתה ועל כל דיית לה וברך יהוה ית בית מצראה בגלל יוסף והוה ברכת יהוה בכל דיית לה בביתה ובברה|ויהי מאז הפקיד אתו בביתו ועל כל אשר יש לו ויברך יהוה את בית המצרי בגלל יוסף ויהי ברכת יהוה בכל אשר יש לו בבית ובשדה
1|39|6|ושבק כל דלה באד יוסף ולא עכם עמה כלום הלא אם לחמה דו אכל והוה יוסף יהי שפר ויהי עזב|ויעזב כל אשר לו ביד יוסף ולא ידע אתו מאומה כי אם הלחם אשר הוא אכל ויהי יוסף יפה תאר ויפה מראה
1|39|7|והוה בתר ממלליה אלין ותלת אתת רבה ית עיניה ליד יוסף ואמרת שכב עמי|ויהי אחר הדברים האלה ותשא אשת אדניו את עיניה אל יוסף ותאמר שכבה עמי
1|39|8|ומעי ואמר לאתת רבה הן רבי לא עכם עמי כלום בביתה וכל דיית לה יהב באדי|וימאן ויאמר אל אשת אדניו הן אדני לא ידע אתי מאומה בביתו וכל אשר יש לו נתן בידי
1|39|9|ליתו רב בביתה הדן מני ולא חסך מני כלום הלא אם יתיך באד אתי אתתה ואיך אעבד בישתה רבתה הדה וחטית לאלהים|איננו גדול בבית הזה ממני ולא חשך ממני מאומה כי אם אתיך באשר אתי אשתו ואיך אעשה הרעה הגדלה הזאת וחטאתי לאלהים
1|39|10|והוה כמלולה עם יוסף יום ויום ולא שמע לה למשכב אצרה למהי עמה|ויהי כדברה אל יוסף יום ויום ולא שמע אליה לשכב אצלה להיות עמה
1|39|11|והוה כיומה הדן ועל יוסף לביתה למעבד עבידתה בביתה ולית אנש מן אנשי ביתה תמן בביתה|ויהי כיום הזה ויבא יוסף הביתה לעשות מלאכתו בבית ואין איש מאנשי הבית שם בבית
1|39|12|ואתעידתה בארקעיו למימר שכב עמי ושבק רקעיו באדה וערק ונפק לברה|ותתפשהו בבגדיו לאמר שכבה עמי ויעזב בגדיו בידה וינס ויצא החוצה
1|39|13|והוה כחזותה הלא שבק רקעיו באדה וערק ונפק לברה|ויהי כראותה כי עזב בגדיו בידה וינס ויצא החוצה
1|39|14|וזעקת לאנשי ביתה ואמרת לון למימר חזו איתי לנן גבר עבראי למעיכה בנן על לידי למשכב עמי וזעקת בקל רב|ותקרא לאנשי ביתה ותאמר להם לאמר ראו הביא לנו איש עברי לצחק בנו בא אלי לשכב עמי ואקרא בקול גדול
1|39|15|והוה כמשמעה הלא ארמת קלי וזעקת ושבק רקעיו באדי וערק ונפק לברה|ויהי כשמעו כי הרמי קולי ואקרא ויעזב בגדיו בידי וינס ויצא החוצה
1|39|16|ואנחת רקעיו איצרה עד על רבה לביתה|ותנח בגדיו אצלה עד בא אדניו אל ביתו
1|39|17|ומללת עמה כממלליה אלין למימר על לידי עבדה עבראה דאיתית לנן למעיכה בי|ותדבר אליו כדברים האלה לאמר בא אלי העבד העברי אשר הבאת לנו לצחק בי
1|39|18|והוה כהרמת קלי וזעקת ושבק רקעיו איצרי וערק לברה|ויהי כהרמי קולי ואקרא ויעזב בגדיו אצלי וינס החוצה
1|39|19|והוה כמשמע רבה ית מלי אתתה דמללת עמה למימר כממלליה אלין עבד לי עבדך ואתקף רגזה|ויהי כשמע אדניו את דברי אשתו אשר דברה אליו לאמר כדברים האלה עשה לי עבדך ויחר אפו
1|39|20|ונסב רבה דיוסף יתה ויהבה לגו בית אסורה אתרה דאסירי מלכה אסירים והוה תמן בבית אסורה|ויקח אדני יוסף אתו ויתנהו אל בית הסחר מקום אשר אסורי המלך אסורים ויהי שם בבית הסחר
1|39|21|והוה יהוה עם יוסף וקבע עמה חסד ויהב רעמותה בעיני רב בית אסורה|ויהי יהוה את יוסף ויט אליו חסד ויתן חנו בעיני שר בית הסחר
1|39|22|ויהב רב בית אסורה באד יוסף ית כל אסיריה דבבית אסורה וית כל דעבדים תמן הוא הוה עבד|ויתן שר בית הסחר ביד יוסף את כל האסורים אשר בבית הסחר ואת כל אשר עשים שם הוא היה עשה
1|39|23|לית רב בית אסורה חזה ית כל כלום באדה באד יהוה עמה וכל דו עבד יהוה מצלח|אין שר בית הסחר ראה את כל מאומה בידו באשר יהוה אתו וכל אשר הוא עשה יהוה מצליח
1|40|1|והוה בתר ממלליה אלין חטאו משקה מלך מצרים ואפיה לרבון למלך מצרים|ויהי אחר הדברים האלה חטאו משקה מלך מצרים והאפה לאדניהם למלך מצרים
1|40|2|ורגז פרעה על תרי סריסיו על רב משקאיה ועל רב אפיה|ויקצף פרעה על שני סריסיו על שר המשקים ועל שר האפים
1|40|3|ויהב יתון במטר בית רב טבחיה לגו בית אסורה אתרה דיוסף אסיר תמן|ויתן אתם במשמר בית שר הטבחים אל בית הסחר מקום אשר יוסף אסור שם
1|40|4|ואימן רב טבחיה ית יוסף יתון ושמש יתון והוו יומים במטר|ויפקד שר הטבחים את יוסף אתם וישרת אתם ויהיו ימים במשמר
1|40|5|וחלמו חלם תריון גבר חלמה בלילי אחד גבר כפשרון חלמה משקיה ואפיה דלמלך מצרים דאסירים בבית אסורה|ויחלמו חלום שניהם איש חלמו בלילה אחד איש כפתרון חלמו המשקה והאפה אשר למלך מצרים אשר אסורים בבית הסחר
1|40|6|ואל לידון יוסף בצפרה וחזה יתון ואה אנון זעפים|ויבא אליהם יוסף בבקר וירא אתם והנם זעפים
1|40|7|ושאל ית סריסי פרעה דעמה במטר בית רבה למימר ממה אפיכון בישים יומן|וישאל את סריסי פרעה אשר אתו במשמר בית אדניו לאמר מדוע פניכם רעים היום
1|40|8|ואמרו לה חלם חלמנן ופשור לית יתה ואמר לון יוסף הלא לאלהים פשרוניה תנו שבי לי|ויאמרו אליו חלום חלמנו ופתר אין אתו ויאמר אליהם יוסף הלוא לאלהים פתרנים ספרו נא לי
1|40|9|ותנה רב משקאיה ית חלמה ליוסף ואמר לה בחלמי ואה גפן לקדמי|ויספר שר המשקים את חלמו ליוסף ויאמר לו בחלמי והנה גפן לפני
1|40|10|ובגפנה תלתה קלעלוים והיא כמד אפרחת אסקת נץ הבשלו אנכליה ענבים|ובגפן שלשה שרוגים והיא כאפרחת עלתה נצה הבשילו אשכלתיה ענבים
1|40|11|וכאס פרעה באדי ואנסבת ית ענביה ועצרת יתון לגו כאס פרעה ויהבת ית כאסה על כף פרעה|וכוס פרעה בידי ואקח את הענבים ואשחט אתם על כוס פרעה ואתן את הכוס על כף פרעה
1|40|12|ואמר לה יוסף דן פשרונה תלתה קלעלוים תלתה יומים אנון|ויאמר לו יוסף זה פתרנו שלשת השרוגים שלשת ימים הם
1|40|13|בעוד תלתה יומים יתלי פרעה ית רישך ויעזרנך על דרגך ותתן כאס פרעה באדה כדינה קדמאה דהוית משקיה|בעוד שלשת ימים ישא פרעה את ראשך והשיבך על כנך ונתתה כוס פרעה בידו כמשפט הראישון אשר היית משקהו
1|40|14|הלא אם דכרתני עמך כמד יתיטב לך ותעבד שבי עמי חסד ותדכרני לפרעה ותפקני מן ביתה הדן|כי אם זכרתני אתך כאשר ייטב לך ועשית נא עמדי חסד והזכרתני לפרעה והוצאתני מן הבית הזה
1|40|15|הלא גניבה אגנבת מן ארע עבראי ואף אכה לא עבדת כלום הלא שבו יתי בגובה|כי גנוב נגנבתי מארץ העברים וגם פה לא עשיתי מאומה כי שמו אתי בבור
1|40|16|וחזה רב אפיה הלא טב פשר ואמר ליוסף אף אנה בחלמי ואה תלתה קנוני אפאי על רישי|וירא שר האפים כי טוב פתר ויאמר אל יוסף אף אני בחלמי והנה שלשה סלי חרי על ראשי
1|40|17|ובקנונה עלאה מכל מיכל פרעה עובד אפאי ועופה אכל מנון מן על קנונה מן על רישי|ובסל העליון מכל מאכל פרעה מעשה אפה והעוף אכל אתם מעל הסל מעל ראשי
1|40|18|ואגיב יוסף ואמר דן פשרונה תלתת קנוניה תלתה יומים אנון|ויען יוסף ויאמר זה פתרנו שלשת הסלים שלשת ימים הם
1|40|19|בעוד תלתה יומים יתלי פרעה ית רישך מן עליך ויצלב יתך על קיצם וייכל עופה ית בסרך מן עליך|בעוד שלשת ימים ישא פרעה את ראשך מעליך ותלא אתך על העץ ואכל העוף את בשרך מעליך
1|40|20|והוה ביומה תליתאה יום אתילד ית פרעה ועבד משתה לכל עבדיו ותלה ית סכום רב משקאיה וית סכום רב אפיה בגו עבדיו|ויהי ביום השלישי יום הולדת את פרעה ויעש משתה לכל עבדיו וישא את ראש שר המשקים ואת ראש שר האפים בתוך עבדיו
1|40|21|ועזר ית רב משקאיה על משקיה ויהב ית כאסה על כף פרעה|וישב את שר המשקים על משקהו ויתן את הכוס על כף פרעה
1|40|22|וית רב אפיה צלב כמד אפשר לון יוסף|ואת שר האפים תלא כאשר פתר להם יוסף
1|40|23|ולא דכר רב משקאיה ית יוסף ואתנשיה|ולא זכר שר המשקים את יוסף וישכחהו
1|41|1|והוה מסכום תרתים שנים יומים ופרעה חלם ואה קעם על נהרה|ויהי מקץ שנתים ימים ופרעה חלם והנה עמד על היאר
1|41|2|ואה מן נהרה סלקי שבע פרואן יין שפר ובריאן בסר ורעיניין בתלימו|והנה מן היאר עלות שבע פרות יפות מראה ובריות בשר ותריענה באחו
1|41|3|ואה שבע פרואן אורנין סלקי בתרין מן נהרה בישן חזב ורקריקן בסר וקעמי איצטר פרואתה על ספת נהרה|והנה שבע פרות אחרות עלות אחריהן מן היאר רעות מראה ורקות בשר ותעמדנה אצל הפרות על שפת היאר
1|41|4|ואכלי פרואתה בישת חזבה ורקריקת בסרה ית שבעתי פרואתה יית חזבה ובריאתה ואתעיר פרעה|ותאכלנה הפרות רעות המראה ורקות הבשר את שבע הפרות יפות המראה והבריות ויקץ פרעה
1|41|5|ודמך וחלם תניאנות ואה שבעת שבלין סלקי בקנה אחד בריאן וטבן|ויישן ויחלם שנית והנה שבע שבלים עלות בקנה אחד בריות וטובות
1|41|6|ואה שבע שבלין דקיקן ושדיפן קדום צמחי בתרין|והנה שבע שבלים דקות ושדיפת קדים צמחות אחריהן
1|41|7|ובלעי שבליה דקיקאתה ית שבע שבליה בריאתה ומליאתה ואתעיר פרעה ואה חלם|ותבלענה השבלים הדקות את שבע השבלים הבריות והמליות ויקץ פרעה והנה חלום
1|41|8|והוה בצפרה ואפעמת רוחה ושלח וזעק ית כל חרשי מצרים וית כל חכימיה ותנה פרעה לון ית חלמיו ולית פשר יתון לפרעה|ויהי בבקר ותפעם רוחו וישלח ויקרא את כל חרטמי מצרים ואת כל חכמיה ויספר פרעה להם את חלמיו ואין פתר אתם לפרעה
1|41|9|ומלל רב משקאיה עם פרעה למימר ית חטאי אנא מדכר יומן|וידבר שר המשקים אל פרעה לאמר את חטאי אני מזכיר היום
1|41|10|פרעה ארגז על עבדיו ויהב יתי במטר בית רב טבחיה יתי וית רב אפיה|פרעה קצף על עבדיו ויתן אתי במשמר בית שר הטבחים אתי ואת שר האפים
1|41|11|וחלמנן חלם בלילי אחד אנא והוא גבר כפשרון חלמה חלמנן|ונחלם חלום בלילה אחד אני והוא איש כפתרון חלמו חלמנו
1|41|12|ותמן עמנן רבי עברי עבד לרב טבחיה ותנינן לה ופשר לנן ית חלמינן גבר כחלמה אפשר|ושם אתנו נער עברי עבד לשר הטבחים ונספר לו ויפתר לנו את חלמתינו איש כחלמו פתר
1|41|13|והוה כמד אפשר לנן כן הוה יתי עזר על דרגי ויתה צלב|ויהי כאשר פתר לנו כן היה אתי השיב על כני ואתו תלא
1|41|14|ושלח פרעה וזעק ית יוסף ואריטה מן גובה וספר וחלף תכסיאתה ועל ליד פרעה|וישלח פרעה ויקרא את יוסף ויריצהו מן הבור ויגלח ויחלף שמלתיו ויבא אל פרעה
1|41|15|ואמר פרעה ליוסף חלם חלמת ופשור לית יתה ואני שמעת עליך למימר התשמע חלם למפשר יתה|ויאמר פרעה אל יוסף חלום חלמתי ופתר אין אתו ואני שמעתי עליך לאמר התשמע חלום לפתר אתו
1|41|16|ואגיב יוסף ית פרעה למימר בלעדי אלהים לא יגיב ית שלם פרעה|ויען יוסף את פרעה לאמר בלעדי אלהים לא יענה את שלום פרעה
1|41|17|ומלל פרעה ית יוסף בחלמי ואהנה קעם על ספת נהרה|וידבר פרעה את יוסף בחלמי והנני עמד על שפת היאר
1|41|18|ואה מן נהרה סלקי שבע פרואן בריאן בסר ויין אשפר ורעיניין בתלימו|והנה מן היאר עלות שבע פרות בריות בשר ויפות תאר ותריענה באחו
1|41|19|ואה שבע פרואן עורנין סלקי בתרין דלילן ובישן אשפר שריר ורקריקן בסר לא חזית כבתין בכל ארע מצרים לביש|והנה שבע פרות אחרות עלות אחריהן דלות ורעות תאר מאד ורקות בשר לא ראיתי כהן בכל ארץ מצרים לרע
1|41|20|ואכלי פרואתה רקריקאתה ובישאתה ית שבע פרואתה קדמאתה ובריאתה|ותאכלנה הפרות הרקות והרעות את שבע הפרות הראישונות והבריות
1|41|21|ועלי לגבין ולא אתעכם הלא עלו לגבין וחזבין ביש כמד בשרוה ואתעירת|ותבאנה אל קרבהן ולא נודע כי באו אל קרבהן ומראהן רע כאשר בתחלה ואקץ
1|41|22|וחזית בחלמי ואה שבע שבלין סלקי בקנה אחד מליאן וטבן|ואראה בחלמי והנה שבע שבלים עלות בקנה אחד מליות וטובות
1|41|23|ואה שבע שבלין צלילן דקיקן ושדיפן קדום צמחי בתרין|והנה שבע שבלים צנמות דקות ושדיפות קדים צמחות אחריהן
1|41|24|ובלעי שבליה דקיקאתה ית שבעתי שבליה טבאתה ואמרת לחרשיה ולית מחבי לי|ותבלענה השבלים הדקות את שבע השבלים הטובות ואמר אל החרטמים ואין מגיד לי
1|41|25|ואמר יוסף לפרעה חלם פרעה אחד הוא ית דהאלהים עבד אחבי לפרעה|ויאמר יוסף אל פרעה חלום פרעה אחד הוא את אשר האלהים עשה אגיד לפרעה
